,en,fr,es,de,ru,pl
3738,fantasy,,,,,
3739,fare,,,,,
3740,fatal,,,,,
3741,fate,,,,,
3742,favourable,,,,,
3743,feat,,,,,
3744,federal,,,,,
3745,feminist,,,,,
3746,fever,,,,,
3747,fibre,,,,,
3748,fierce,,,,,
3749,film-maker,,,,,
3750,filter,,,,,
3751,fine,,,,,
3752,firearm,,,,,
3753,firefighter,,,,,
3754,firework,,,,,
3755,firm,,,,,
3756,firmly,,,,,
3757,fit,,,,,
3758,fixture,,,,,
3759,flavour,,,,,
3760,flaw,,,,,
3761,flawed,,,,,
3762,flee,,,,,
3763,fleet,,,,,
3764,flesh,,,,,
3765,flexibility,,,,,
3766,flourish,,,,,
3767,fluid,,,,,
3768,fond,,,,,
3769,fool,,,,,
3770,footage,,,,,
3771,forbid,,,,,
3772,forecast,,,,,
3773,foreigner,,,,,
3774,forge,,,,,
3775,format,,,,,
3776,formation,,,,,
3777,formerly,,,,,
3778,formula,,,,,
3779,formulate,,,,,
3780,forth,,,,,
3781,forthcoming,,,,,
3782,fortunate,,,,,
3783,forum,,,,,
3784,fossil,,,,,
3785,foster,,,,,
3786,foundation,,,,,
3787,founder,,,,,
3788,fraction,,,,,
3789,fragile,,,,,
3790,fragment,,,,,
3791,framework,,,,,
3792,franchise,,,,,
3793,frankly,,,,,
3794,fraud,,,,,
3795,freely,,,,,
3796,frequent,,,,,
3797,frustrated,,,,,
3798,frustrating,,,,,
3799,frustration,,,,,
3800,fulfil,,,,,
3801,full-time,,,,,
3802,functional,,,,,
3803,fundamentally,,,,,
3804,fundraising,,,,,
3805,funeral,,,,,
3806,furious,,,,,
3807,gallon,,,,,
3808,gambling,,,,,
3809,gaming,,,,,
3810,gathering,,,,,
3811,gay,,,,,
3812,gaze,,,,,
3813,gear,,,,,
3814,gender,,,,,
3815,gene,,,,,
3816,generic,,,,,
3817,genetic,,,,,
3818,genius,,,,,
3819,genocide,,,,,
3820,genuine,,,,,
3821,genuinely,,,,,
3822,gesture,,,,,
3823,gig,,,,,
3824,glance,,,,,
3825,glimpse,,,,,
3826,globalization,,,,,
3827,globe,,,,,
3828,glorious,,,,,
3829,glory,,,,,
3830,golden,,,,,
3831,goodness,,,,,
3832,gorgeous,,,,,
3833,governance,,,,,
3834,governor,,,,,
3835,grace,,,,,
3836,graphic,,,,,
3837,graphics,,,,,
3838,grasp,,,,,
3839,grave,,,,,
3840,grave,,,,,
3841,gravity,,,,,
3842,greatly,,,,,
3843,greenhouse,,,,,
3844,grid,,,,,
3845,grief,,,,,
3846,grin,,,,,
3847,grind,,,,,
3848,grip,,,,,
3849,grocery,,,,,
3850,gross,,,,,
3851,guerrilla,,,,,
3852,guidance,,,,,
3853,guideline,,,,,
3854,guilt,,,,,
3855,gut,,,,,
3856,habitat,,,,,
3857,hail,,,,,
3858,halfway,,,,,
3859,halt,,,,,
3860,handful,,,,,
3861,handling,,,,,
3862,handy,,,,,
3863,harassment,,,,,
3864,harbour,,,,,
3865,hardware,,,,,
3866,harmony,,,,,
3867,harsh,,,,,
3868,harvest,,,,,
3869,hatred,,,,,
3870,haunt,,,,,
3871,hazard,,,,,
3872,headquarters,,,,,
3873,heal,,,,,
3874,healthcare,,,,,
3875,heighten,,,,,
3876,helmet,,,,,
3877,hence,,,,,
3878,herb,,,,,
3879,heritage,,,,,
3880,hidden,,,,,
3881,hierarchy,,,,,
3882,high-profile,,,,,
3883,highway,,,,,
3884,hilarious,,,,,
3885,hint,,,,,
3886,hip,,,,,
3887,historian,,,,,
3888,homeland,,,,,
3889,homeless,,,,,
3890,honesty,,,,,
3891,hook,,,,,
3892,hopeful,,,,,
3893,hopefully,,,,,
3894,horizon,,,,,
3895,horn,,,,,
3896,hostage,,,,,
3897,hostile,,,,,
3898,hostility,,,,,
3899,humanitarian,,,,,
3900,humanity,,,,,
3901,humble,,,,,
3902,hunger,,,,,
3903,hydrogen,,,,,
3904,hypothesis,,,,,
3905,icon,,,,,
3906,ID,,,,,
3907,identical,,,,,
3908,identification,,,,,
3909,ideological,,,,,
3910,ideology,,,,,
3911,idiot,,,,,
3912,ignorance,,,,,
3913,illusion,,,,,
3914,imagery,,,,,
3915,immense,,,,,
3916,immigration,,,,,
3917,imminent,,,,,
3918,immune,,,,,
3919,implement,,,,,
3920,implementation,,,,,
3921,implication,,,,,
3922,imprison,,,,,
3923,imprisonment,,,,,
3924,inability,,,,,
3925,inadequate,,,,,
3926,inappropriate,,,,,
3927,incentive,,,,,
3928,incidence,,,,,
3929,inclined,,,,,
3930,inclusion,,,,,
3931,incorporate,,,,,
3932,incorrect,,,,,
3933,incur,,,,,
3934,independence,,,,,
3935,index,,,,,
3936,indication,,,,,
3937,indicator,,,,,
3938,indictment,,,,,
3939,indigenous,,,,,
3940,induce,,,,,
3941,indulge,,,,,
3942,inequality,,,,,
3943,inevitable,,,,,
3944,inevitably,,,,,
3945,infamous,,,,,
3946,infant,,,,,
3947,infect,,,,,
3948,infer,,,,,
3949,inflation,,,,,
3950,inflict,,,,,
3951,influential,,,,,
3952,info,,,,,
3953,infrastructure,,,,,
3954,inhabitant,,,,,
3955,inherent,,,,,
3956,inherit,,,,,
3957,inhibit,,,,,
3958,initiate,,,,,
3959,inject,,,,,
3960,injection,,,,,
3961,injustice,,,,,
3962,ink,,,,,
3963,inmate,,,,,
3964,innovation,,,,,
3965,innovative,,,,,
3966,input,,,,,
3967,insert,,,,,
3968,insertion,,,,,
3969,insider,,,,,
3970,inspect,,,,,
3971,inspection,,,,,
3972,inspector,,,,,
3973,inspiration,,,,,
3974,installation,,,,,
3975,instant,,,,,
3976,instantly,,,,,
3977,instinct,,,,,
3978,institutional,,,,,
3979,instruct,,,,,
3980,instrumental,,,,,
3981,insufficient,,,,,
3982,insult,,,,,
3983,intact,,,,,
3984,intake,,,,,
3985,integral,,,,,
3986,integrate,,,,,
3987,integrated,,,,,
3988,integration,,,,,
3989,integrity,,,,,
3990,intellectual,,,,,
3991,intensify,,,,,
3992,intensity,,,,,
3993,intensive,,,,,
3994,intent,,,,,
3995,interact,,,,,
3996,interaction,,,,,
3997,interactive,,,,,
3998,interface,,,,,
3999,interfere,,,,,
4000,interference,,,,,
4001,interim,,,,,
4002,interior,,,,,
4003,intermediate,,,,,
4004,interpretation,,,,,
4005,interval,,,,,
4006,intervene,,,,,
4007,intervention,,,,,
4008,intimate,,,,,
4009,intriguing,,,,,
4010,invade,,,,,
4011,invasion,,,,,
4012,investigator,,,,,
4013,investor,,,,,
4014,invisible,,,,,
4015,invoke,,,,,
4016,involvement,,,,,
4017,ironic,,,,,
4018,ironically,,,,,
4019,irony,,,,,
4020,irrelevant,,,,,
4021,isolate,,,,,
4022,isolated,,,,,
4023,isolation,,,,,
4024,jail,,,,,
4025,jet,,,,,
4026,joint,,,,,
4027,journalism,,,,,
4028,judicial,,,,,
4029,junction,,,,,
4030,jurisdiction,,,,,
4031,jury,,,,,
4032,just,,,,,
4033,justification,,,,,
4034,kidnap,,,,,
4035,kidney,,,,,
4036,kingdom,,,,,
4037,kit,,,,,
4038,lad,,,,,
4039,ladder,,,,,
4040,landing,,,,,
4041,landlord,,,,,
4042,landmark,,,,,
4043,lane,,,,,
4044,lap,,,,,
4045,large-scale,,,,,
4046,laser,,,,,
4047,lately,,,,,
4048,latter,,,,,
4049,lawn,,,,,
4050,lawsuit,,,,,
4051,layout,,,,,
4052,leaflet,,,,,
4053,leak,,,,,
4054,leap,,,,,
4055,legacy,,,,,
4056,legend,,,,,
4057,legendary,,,,,
4058,legislation,,,,,
4059,legislative,,,,,
4060,legislature,,,,,
4061,legitimate,,,,,
4062,lengthy,,,,,
4063,lens,,,,,
4064,lesbian,,,,,
4065,lesser,,,,,
4066,lethal,,,,,
4067,liable,,,,,
4068,liberal,,,,,
4069,liberation,,,,,
4070,liberty,,,,,
4071,license,,,,,
4072,lifelong,,,,,
4073,lifetime,,,,,
4074,lighting,,,,,
4075,likelihood,,,,,
4076,likewise,,,,,
4077,limb,,,,,
4078,limitation,,,,,
4079,linear,,,,,
4080,line-up,,,,,
4081,linger,,,,,
4082,listing,,,,,
4083,literacy,,,,,
4084,literally,,,,,
4085,literary,,,,,
4086,litre,,,,,
4087,litter,,,,,
4088,liver,,,,,
4089,lobby,,,,,
4090,log,,,,,
4091,logic,,,,,
4092,logo,,,,,
4093,long-standing,,,,,
4094,long-time,,,,,
4095,loom,,,,,
4096,loop,,,,,
4097,lottery,,,,,
4098,loyal,,,,,
4099,loyalty,,,,,
4100,lyric,,,,,
4101,machinery,,,,,
4102,magical,,,,,
4103,magistrate,,,,,
4104,magnetic,,,,,
4105,magnificent,,,,,
4106,magnitude,,,,,
4107,mainland,,,,,
4108,mainstream,,,,,
4109,maintenance,,,,,
4110,make-up,,,,,
4111,making,,,,,
4112,mandate,,,,,
4113,mandatory,,,,,
4114,manifest,,,,,
4115,manipulate,,,,,
4116,manipulation,,,,,
4117,manufacture,,,,,
4118,manufacturing,,,,,
4119,manuscript,,,,,
4120,marathon,,,,,
4121,march,,,,,
4122,margin,,,,,
4123,marginal,,,,,
4124,marine,,,,,
4125,marker,,,,,
4126,marketplace,,,,,
4127,martial,,,,,
4128,mask,,,,,
4129,massacre,,,,,
4130,mate,,,,,
4131,mathematical,,,,,
4132,mature,,,,,
4133,maximize,,,,,
4134,mayor,,,,,
4135,meaningful,,,,,
4136,meantime,,,,,
4137,mechanic,,,,,
4138,mechanical,,,,,
4139,mechanism,,,,,
4140,medal,,,,,
4141,medication,,,,,
4142,medieval,,,,,
4143,meditation,,,,,
4144,melody,,,,,
4145,membership,,,,,
4146,memo,,,,,
4147,memoir,,,,,
4148,memorable,,,,,
4149,memorial,,,,,
4150,mentor,,,,,
4151,merchant,,,,,
4152,mercy,,,,,
4153,mere,,,,,
4154,merely,,,,,
4155,merge,,,,,
4156,merger,,,,,
4157,merit,,,,,
4158,metaphor,,,,,
4159,methodology,,,,,
4160,midst,,,,,
4161,migration,,,,,
4162,militant,,,,,
4163,militia,,,,,
4164,mill,,,,,
4165,miner,,,,,
4166,minimal,,,,,
4167,minimize,,,,,
4168,mining,,,,,
4169,ministry,,,,,
4170,minute2,,,,,
4171,miracle,,,,,
4172,miserable,,,,,
4173,misery,,,,,
4174,misleading,,,,,
4175,missile,,,,,
4176,mob,,,,,
4177,mobility,,,,,
4178,mobilize,,,,,
4179,mode,,,,,
4180,moderate,,,,,
4181,modest,,,,,
4182,modification,,,,,
4183,momentum,,,,,
4184,monk,,,,,
4185,monopoly,,,,,
4186,monster,,,,,
4187,monthly,,,,,
4188,monument,,,,,
4189,morality,,,,,
4190,moreover,,,,,
4191,mortgage,,,,,
4192,mosque,,,,,
4193,motion,,,,,
4194,motivate,,,,,
4195,motivation,,,,,
4196,motive,,,,,
4197,motorist,,,,,
4198,moving,,,,,
4199,municipal,,,,,
4200,mutual,,,,,
4201,myth,,,,,
4202,naked,,,,,
4203,namely,,,,,
4204,nasty,,,,,
4205,nationwide,,,,,
4206,naval,,,,,
4207,navigation,,,,,
4208,nearby,,,,,
4209,necessity,,,,,
4210,neglect,,,,,
4211,negotiate,,,,,
4212,negotiation,,,,,
4213,neighbouring,,,,,
4214,nest,,,,,
4215,net,,,,,
4216,neutral,,,,,
4217,newly,,,,,
4218,newsletter,,,,,
4219,niche,,,,,
4220,noble,,,,,
4221,nod,,,,,
4222,nominate,,,,,
4223,nomination,,,,,
4224,nominee,,,,,
4225,nonetheless,,,,,
4226,non-profit,,,,,
4227,nonsense,,,,,
4228,noon,,,,,
4229,norm,,,,,
4230,notable,,,,,
4231,notably,,,,,
4232,notebook,,,,,
4233,notify,,,,,
4234,notorious,,,,,
4235,novel,,,,,
4236,novelist,,,,,
4237,nowadays,,,,,
4238,nursery,,,,,
4239,nursing,,,,,
4240,nutrition,,,,,
4241,obesity,,,,,
4242,objection,,,,,
4243,oblige,,,,,
4244,observer,,,,,
4245,obsess,,,,,
4246,obsession,,,,,
4247,obstacle,,,,,
4248,occasional,,,,,
4249,occupation,,,,,
4250,occupy,,,,,
4251,occurrence,,,,,
4252,odds,,,,,
4253,offender,,,,,
4254,offering,,,,,
4255,offspring,,,,,
4256,ongoing,,,,,
4257,openly,,,,,
4258,opera,,,,,
4259,operational,,,,,
4260,operator,,,,,
4261,opt,,,,,
4262,optical,,,,,
4263,optimism,,,,,
4264,optimistic,,,,,
4265,oral,,,,,
4266,orchestra,,,,,
4267,organic,,,,,
4268,organizational,,,,,
4269,orientation,,,,,
4270,originate,,,,,
4271,outbreak,,,,,
4272,outfit,,,,,
4273,outing,,,,,
4274,outlet,,,,,
4275,outlook,,,,,
4276,output,,,,,
4277,outrage,,,,,
4278,outsider,,,,,
4279,outstanding,,,,,
4280,overcome,,,,,
4281,overlook,,,,,
4282,overly,,,,,
4283,overnight,,,,,
4284,overseas,,,,,
4285,oversee,,,,,
4286,overturn,,,,,
4287,overwhelm,,,,,
4288,overwhelming,,,,,
4289,ownership,,,,,
4290,oxygen,,,,,
4291,packet,,,,,
4292,pad,,,,,
4293,palm,,,,,
4294,panic,,,,,
4295,parade,,,,,
4296,parallel,,,,,
4297,parameter,,,,,
4298,parental,,,,,
4299,parish,,,,,
4300,parliamentary,,,,,
4301,partial,,,,,
4302,partially,,,,,
4303,participation,,,,,
4304,partnership,,,,,
4305,part-time,,,,,
4306,passing,,,,,
4307,passionate,,,,,
4308,passive,,,,,
4309,password,,,,,
4310,pastor,,,,,
4311,patch,,,,,
4312,patent,,,,,
4313,pathway,,,,,
4314,patience,,,,,
4315,patrol,,,,,
4316,patron,,,,,
4317,pause,,,,,
4318,peak,,,,,
4319,peasant,,,,,
4320,peculiar,,,,,
4321,peer,,,,,
4322,penalty,,,,,
4323,perceive,,,,,
4324,perception,,,,,
4325,permanently,,,,,
4326,persist,,,,,
4327,persistent,,,,,
4328,personnel,,,,,
4329,petition,,,,,
4330,philosopher,,,,,
4331,philosophical,,,,,
4332,physician,,,,,
4333,pill,,,,,
4334,pioneer,,,,,
4335,pipeline,,,,,
4336,pirate,,,,,
4337,pit,,,,,
4338,pity,,,,,
4339,placement,,,,,
4340,plea,,,,,
4341,plead,,,,,
4342,pledge,,,,,
4343,plug,,,,,
4344,plunge,,,,,
4345,pole,,,,,
4346,poll,,,,,
4347,pond,,,,,
4348,pop,,,,,
4349,portfolio,,,,,
4350,portion,,,,,
4351,portray,,,,,
4352,postpone,,,,,
4353,post-war,,,,,
4354,potentially,,,,,
4355,practitioner,,,,,
4356,preach,,,,,
4357,precede,,,,,
4358,precedent,,,,,
4359,precious,,,,,
4360,precise,,,,,
4361,precisely,,,,,
4362,precision,,,,,
4363,predator,,,,,
4364,predecessor,,,,,
4365,predictable,,,,,
4366,predominantly,,,,,
4367,preference,,,,,
4368,pregnancy,,,,,
4369,prejudice,,,,,
4370,preliminary,,,,,
4371,premier,,,,,
4372,premise,,,,,
4373,premium,,,,,
4374,prescribe,,,,,
4375,prescription,,,,,
4376,presently,,,,,
4377,preservation,,,,,
4378,preside,,,,,
4379,presidency,,,,,
4380,presidential,,,,,
4381,prestigious,,,,,
4382,presumably,,,,,
4383,presume,,,,,
4384,prevail,,,,,
4385,prevalence,,,,,
4386,prevention,,,,,
4387,prey,,,,,
4388,pride,,,,,
4389,primarily,,,,,
4390,principal,,,,,
4391,prior,,,,,
4392,privatization,,,,,
4393,privilege,,,,,
4394,probability,,,,,
4395,probable,,,,,
4396,probe,,,,,
4397,problematic,,,,,
4398,proceed,,,,,
4399,proceedings,,,,,
4400,proceeds,,,,,
4401,processing,,,,,
4402,processor,,,,,
4403,proclaim,,,,,
4404,productive,,,,,
4405,productivity,,,,,
4406,profitable,,,,,
4407,profound,,,,,
4408,programming,,,,,
4409,progressive,,,,,
4410,prohibit,,,,,
4411,projection,,,,,
4412,prominent,,,,,
4413,promising,,,,,
4414,promotion,,,,,
4415,prompt,,,,,
4416,pronounced,,,,,
4417,propaganda,,,,,
4418,proportion,,,,,
4419,proposition,,,,,
4420,prosecute,,,,,
4421,prosecution,,,,,
4422,prosecutor,,,,,
4423,prospective,,,,,
4424,prosperity,,,,,
4425,protective,,,,,
4426,protein,,,,,
4427,protester,,,,,
4428,protocol,,,,,
4429,province,,,,,
4430,provincial,,,,,
4431,provision,,,,,
4432,provoke,,,,,
4433,psychiatric,,,,,
4434,psychological,,,,,
4435,publicity,,,,,
4436,publishing,,,,,
4437,pulse,,,,,
4438,pump,,,,,
4439,punch,,,,,
4440,punk,,,,,
4441,purely,,,,,
4442,pursuit,,,,,
4443,puzzle,,,,,
4444,query,,,,,
4445,quest,,,,,
4446,questionnaire,,,,,
4447,quota,,,,,
4448,racial,,,,,
4449,racism,,,,,
4450,racist,,,,,
4451,radar,,,,,
4452,radiation,,,,,
4453,radical,,,,,
4454,rage,,,,,
4455,raid,,,,,
4456,rail,,,,,
4457,rally,,,,,
4458,random,,,,,
4459,ranking,,,,,
4460,rape,,,,,
4461,rat,,,,,
4462,rating,,,,,
4463,ratio,,,,,
4464,rational,,,,,
4465,ray,,,,,
4466,readily,,,,,
4467,realization,,,,,
4468,realm,,,,,
4469,rear,,,,,
4470,reasonably,,,,,
4471,reasoning,,,,,
4472,reassure,,,,,
4473,rebel,,,,,
4474,rebellion,,,,,
4475,rebuild,,,,,
4476,receiver,,,,,
4477,recession,,,,,
4478,recipient,,,,,
4479,reckon,,,,,
4480,recognition,,,,,
4481,reconstruction,,,,,
4482,recount1,,,,,
4483,recovery,,,,,
4484,recruit,,,,,
4485,recruitment,,,,,
4486,referee,,,,,
4487,referendum,,,,,
4488,reflection,,,,,
4489,reform,,,,,
4490,refuge,,,,,
4491,refugee,,,,,
4492,refusal,,,,,
4493,regain,,,,,
4494,regardless,,,,,
4495,regime,,,,,
4496,registration,,,,,
4497,regulate,,,,,
4498,regulator,,,,,
4499,regulatory,,,,,
4500,rehabilitation,,,,,
4501,reign,,,,,
4502,reinforce,,,,,
4503,rejection,,,,,
4504,relevance,,,,,
4505,reliability,,,,,
4506,relieve,,,,,
4507,relieved,,,,,
4508,reluctant,,,,,
4509,remainder,,,,,
4510,remains,,,,,
4511,remarkable,,,,,
4512,remarkably,,,,,
4513,remedy,,,,,
4514,reminder,,,,,
4515,removal,,,,,
4516,render,,,,,
4517,renew,,,,,
4518,renowned,,,,,
4519,rental,,,,,
4520,replacement,,,,,
4521,reportedly,,,,,
4522,reporting,,,,,
4523,representation,,,,,
4524,reproduce,,,,,
4525,reproduction,,,,,
4526,republic,,,,,
4527,resemble,,,,,
4528,reside,,,,,
4529,residence,,,,,
4530,residential,,,,,
4531,residue,,,,,
4532,resign,,,,,
4533,resignation,,,,,
4534,resistance,,,,,
4535,resolution,,,,,
4536,respective,,,,,
4537,respectively,,,,,
4538,restoration,,,,,
4539,restore,,,,,
4540,restraint,,,,,
4541,restrict,,,,,
4542,restriction,,,,,
4543,resume,,,,,
4544,retail,,,,,
4545,retirement,,,,,
4546,retreat,,,,,
4547,retrieve,,,,,
4548,revelation,,,,,
4549,revenge,,,,,
4550,revenue,,,,,
4551,reverse,,,,,
4552,revision,,,,,
4553,revival,,,,,
4554,revive,,,,,
4555,revolutionary,,,,,
4556,rhetoric,,,,,
4557,ridiculous,,,,,
4558,rifle,,,,,
4559,riot,,,,,
4560,rip,,,,,
4561,risky,,,,,
4562,ritual,,,,,
4563,rival,,,,,
4564,rob,,,,,
4565,robbery,,,,,
4566,robust,,,,,
4567,rock,,,,,
4568,rocket,,,,,
4569,rod,,,,,
4570,romance,,,,,
4571,rose,,,,,
4572,rotate,,,,,
4573,rotation,,,,,
4574,roughly,,,,,
4575,ruin,,,,,
4576,ruling,,,,,
4577,rumour,,,,,
4578,sack,,,,,
4579,sacred,,,,,
4580,sacrifice,,,,,
4581,saint,,,,,
4582,sake,,,,,
4583,sanction,,,,,
4584,satisfaction,,,,,
4585,say,,,,,
4586,scandal,,,,,
4587,scare,,,,,
4588,scattered,,,,,
4589,scenario,,,,,
4590,sceptical,,,,,
4591,scholar,,,,,
4592,scholarship,,,,,
4593,scope,,,,,
4594,scratch,,,,,
4595,screening,,,,,
4596,screw,,,,,
4597,scrutiny,,,,,
4598,seal,,,,,
4599,s,,,,,
4600,ecular,,,,,
4601,seeker,,,,,
4602,seemingly,,,,,
4603,segment,,,,,
4604,seize,,,,,
4605,seldom,,,,,
4606,selective,,,,,
4607,seminar,,,,,
4608,senator,,,,,
4609,sensation,,,,,
4610,sensitivity,,,,,
4611,sentiment,,,,,
4612,separation,,,,,
4613,serial,,,,,
4614,settlement,,,,,
4615,settler,,,,,
4616,set-up,,,,,
4617,severely,,,,,
4618,sexuality,,,,,
4619,sexy,,,,,
4620,shaped,,,,,
4621,adj.,,,,,
4622,shareholder,,,,,
4623,shatter,,,,,
4624,shed,,,,,
4625,sheer,,,,,
4626,shipping,,,,,
4627,shocking,,,,,
4628,shoot,,,,,
4629,shore,,,,,
4630,shortage,,,,,
4631,shortly,,,,,
4632,short-term,,,,,
4633,shrink,,,,,
4634,shrug,,,,,
4635,sibling,,,,,
4636,sigh,,,,,
4637,signature,,,,,
4638,significance,,,,,
4639,simulate,,,,,
4640,simulation,,,,,
4641,simultaneously,,,,,
4642,sin,,,,,
4643,situated,,,,,
4644,sketch,,,,,
4645,skilled,,,,,
4646,skip,,,,,
4647,skull,,,,,
4648,slam,,,,,
4649,slap,,,,,
4650,slash,,,,,
4651,C1ï¿½,,,,,
4652,slavery,,,,,
4653,slogan,,,,,
4654,slot,,,,,
4655,smash,,,,,
4656,snap,,,,,
4657,soak,,,,,
4658,soar,,,,,
4659,so-called,,,,,
4660,socialist,,,,,
4661,sole,,,,,
4662,solely,,,,,
4663,solicitor,,,,,
4664,solidarity,,,,,
4665,solo,,,,,
4666,somehow,,,,,
4667,sometime,,,,,
4668,sophisticated,,,,,
4669,sound,,,,,
4670,sovereignty,,,,,
4671,spam,,,,,
4672,span,,,,,
4673,spare,,,,,
4674,spark,,,,,
4675,specialize,,,,,
4676,specialized,,,,,
4677,specification,,,,,
4678,specify,,,,,
4679,specimen,,,,,
4680,spectacle,,,,,
4681,spectacular,,,,,
4682,spectator,,,,,
4683,spectrum,,,,,
4684,speculate,,,,,
4685,speculation,,,,,
4686,spell,,,,,
4687,sphere,,,,,
4688,spice,,,,,
4689,spill,,,,,
4690,spin,,,,,
4691,spine,,,,,
4692,spite,,,,,
4693,spoil,,,,,
4694,spokesman,,,,,
4695,spokesperson,,,,,
4696,spokeswoman,,,,,
4697,sponsorship,,,,,
4698,sporting,,,,,
4699,spotlight,,,,,
4700,spouse,,,,,
4701,spy,,,,,
4702,squad,,,,,
4703,squeeze,,,,,
4704,stab,,,,,
4705,stability,,,,,
4706,stabilize,,,,,
4707,stake,,,,,
4708,stall,,,,,
4709,stance,,,,,
4710,standing,,,,,
4711,stark,,,,,
4712,starve,,,,,
4713,statistical,,,,,
4714,steadily,,,,,
4715,steam,,,,,
4716,steer,,,,,
4717,stem,,,,,
4718,stereotype,,,,,
4719,stimulate,,,,,
4720,stimulus,,,,,
4721,stir,,,,,
4722,storage,,,,,
4723,straightforward,,,,,
4724,strain,,,,,
4725,strand,,,,,
4726,strategic,,,,,
4727,strengthen,,,,,
4728,strictly,,,,,
4729,striking,,,,,
4730,strip,,,,,
4731,strip,,,,,
4732,strive,,,,,
4733,stroke,,,,,
4734,structural,,,,,
4735,stumble,,,,,
4736,stun,,,,,
4737,stunning,,,,,
4738,submission,,,,,
4739,subscriber,,,,,
4740,subscription,,,,,
4741,subsequent,,,,,
4742,subsequently,,,,,
4743,subsidy,,,,,
4744,substantial,,,,,
4745,substantially,,,,,
4746,substitute,,,,,
4747,substitution,,,,,
4748,subtle,,,,,
4749,suburb,,,,,
4750,suburban,,,,,
4751,succession,,,,,
4752,successive,,,,,
4753,successor,,,,,
4754,suck,,,,,
4755,sue,,,,,
4756,suffering,,,,,
4757,sufficient,,,,,
4758,sufficiently,,,,,
4759,suicide,,,,,
4760,suite,,,,,
4761,summit,,,,,
4762,super,,,,,
4763,superb,,,,,
4764,superior,,,,,
4765,supervise,,,,,
4766,supervision,,,,,
4767,supervisor,,,,,
4768,supplement,,,,,
4769,supportive,,,,,
4770,supposedly,,,,,
4771,suppress,,,,,
4772,supreme,,,,,
4773,surge,,,,,
4774,surgeon,,,,,
4775,surgical,,,,,
4776,surplus,,,,,
4777,surrender,,,,,
4778,surveillance,,,,,
4779,survival,,,,,
4780,survivor,,,,,
4781,suspend,,,,,
4782,suspension,,,,,
4783,suspicion,,,,,
4784,suspicious,,,,,
4785,sustain,,,,,
4786,sustainable,,,,,
4787,swallow,,,,,
4788,swing,,,,,
4789,sword,,,,,
4790,symbolic,,,,,
4791,sympathetic,,,,,
4792,syndrome,,,,,
4793,synthesis,,,,,
4794,systematic,,,,,
4795,tackle,,,,,
4796,tactic,,,,,
4797,tactical,,,,,
4798,tag,,,,,
4799,tap,,,,,
4800,taxpayer,,,,,
4801,technological,,,,,
4802,teens,,,,,
4803,temple,,,,,
4804,temporarily,,,,,
4805,tempt,,,,,
4806,tenant,,,,,
4807,tendency,,,,,
4808,tender,,,,,
4809,tension,,,,,
4810,tenure,,,,,
4811,terminal,,,,,
4812,terminate,,,,,
4813,terms,,,,,
4814,terrain,,,,,
4815,terribly,,,,,
4816,terrific,,,,,
4817,terrify,,,,,
4818,territory,,,,,
4819,terror,,,,,
4820,terrorism,,,,,
4821,terrorist,,,,,
4822,testify,,,,,
4823,testimony,,,,,
4824,testing,,,,,
4825,textbook,,,,,
4826,texture,,,,,
4827,thankfully,,,,,
4828,theatrical,,,,,
4829,theft,,,,,
4830,theology,,,,,
4831,theoretical,,,,,
4832,therapist,,,,,
4833,thereafter,,,,,
4834,thereby,,,,,
4835,thesis,,,,,
4836,thorough,,,,,
4837,thoroughly,,,,,
4838,thoughtful,,,,,
4839,thought-provoking,,,,,
4840,thread,,,,,
4841,threshold,,,,,
4842,thrilled,,,,,
4843,thrive,,,,,
4844,thumb,,,,,
4845,tide,,,,,
4846,tighten,,,,,
4847,timber,,,,,
4848,timely,,,,,
4849,timing,,,,,
4850,tissue,,,,,
4851,tobacco,,,,,
4852,tolerance,,,,,
4853,tolerate,,,,,
4854,toll,,,,,
4855,ton,,,,,
4856,tonne,,,,,
4857,top,,,,,
4858,torture,,,,,
4859,toss,,,,,
4860,total,,,,,
4861,tournament,,,,,
4862,toxic,,,,,
4863,trace,,,,,
4864,trademark,,,,,
4865,trading,,,,,
4866,tragedy,,,,,
4867,tragic,,,,,
4868,trail,,,,,
4869,trailer,,,,,
4870,trait,,,,,
4871,transaction,,,,,
4872,transcript,,,,,
4873,transformation,,,,,
4874,transit,,,,,
4875,transmission,,,,,
4876,transmit,,,,,
4877,transparency,,,,,
4878,transparent,,,,,
4879,transportation,,,,,
4880,trap,,,,,
4881,trauma,,,,,
4882,treasure,,,,,
4883,treaty,,,,,
4884,tremendous,,,,,
4885,tribal,,,,,
4886,tribe,,,,,
4887,tribunal,,,,,
4888,tribute,,,,,
4889,trigger,,,,,
4890,trillion,,,,,
4891,trio,,,,,
4892,triumph,,,,,
4893,troop,,,,,
4894,trophy,,,,,
4895,troubled,,,,,
4896,trustee,,,,,
4897,tsunami,,,,,
4898,tuition,,,,,
4899,turnout,,,,,
4900,turnover,,,,,
4901,twist,,,,,
4902,ultimate,,,,,
4903,unacceptable,,,,,
4904,uncertainty,,,,,
4905,undergo,,,,,
4906,undergraduate,,,,,
4907,underlying,,,,,
4908,undermine,,,,,
4909,undertake,,,,,
4910,undoubtedly,,,,,
4911,unfold,,,,,
4912,unfortunate,,,,,
4913,unify,,,,,
4914,unite,,,,,
4915,unity,,,,,
4916,universal,,,,,
4917,unprecedented,,,,,
4918,unveil,,,,,
4919,upcoming,,,,,
