,en,fr,es,de,ru,pl
4161,ministry,ministère,ministerio,Ministerium,министерство,ministerstwo
4162,minute2,minute2,minuto2,Minute2,минута 2,Minute2
4163,miracle,miracle,milagro,Wunder,чудо,cud
4164,miserable,misérable,miserable,miserabel,убогий,nieszczęśliwy
4165,misery,misère,miseria,Elend,невзгоды,nędza
4166,misleading,trompeur,engañoso,irreführend,вводя в заблуждение,zwodniczy
4167,missile,missile,misil,Rakete,ракета,pocisk
4168,mob,foule,multitud,Mob,моб,tłum
4169,mobility,mobilité,movilidad,Mobilität,мобильность,ruchliwość
4170,mobilize,mobiliser,movilizar,mobilisieren,мобилизовать,zmobilizować
4171,mode,mode,modo,Modus,режим,tryb
4172,moderate,modéré,moderado,mäßig,умеренный,umiarkowany
4173,modest,modeste,modesto,bescheiden,скромный,skromny
4174,modification,modification,modificación,Änderung,модификация,modyfikacja
4175,momentum,élan,impulso,Schwung,импульс,pęd
4176,monk,moine,monje,Mönch,монах,mnich
4177,monopoly,monopole,monopolio,Monopol,монополия,monopol
4178,monster,monstre,monstruo,Monster,монстр,potwór
4179,monthly,mensuel,mensual,monatlich,ежемесячно,miesięczny
4180,monument,monument,monumento,Monument,памятник,pomnik
4181,morality,moralité,moralidad,Moral,мораль,moralność
4182,moreover,de plus,además,darüber hinaus,более того,ponadto
4183,mortgage,hypothèque,hipoteca,Hypothek,ипотека,hipoteka
4184,mosque,mosquée,mezquita,Moschee,мечеть,meczet
4185,motion,mouvement,movimiento,Bewegung,движение,ruch
4186,motivate,motiver,motivar,motivieren,мотивировать,motywować
4187,motivation,motivation,motivación,Motivation,мотивация,motywacja
4188,motive,motif,motivo,Motiv,мотив,motyw
4189,motorist,automobiliste,automovilista,Autofahrer,автомобилист,kierowca
4190,moving,mobile,emocionante,bewegt,движущийся,poruszający
4191,municipal,municipal,municipal,kommunal,муниципальный,komunalny
4192,mutual,mutuel,mutual,gegenseitig,взаимный,wzajemne
4193,myth,mythe,mito,Mythos,миф,mit
4194,naked,nu,desnudo,nackt,голый,nagi
4195,namely,à savoir,a saber,nämlich,а именно,mianowicie
4196,nasty,méchant,asqueroso,böse,противный,paskudny
4197,nationwide,à l'échelle nationale,a escala nacional,landesweit,по всей стране,ogólnonarodowy
4198,naval,naval,naval,Marine-,военно -морской,morski
4199,navigation,navigation,navegación,Navigation,навигация,nawigacja
4200,nearby,proche,cercano,nahe,рядом,w pobliżu
4201,necessity,nécessité,necesidad,Notwendigkeit,необходимость,konieczność
4202,neglect,négligence,descuido,Vernachlässigung,пренебрегать,zaniedbanie
4203,negotiate,négocier,negociar,verhandeln,вести переговоры,pertraktować
4204,negotiation,négociation,negociación,Verhandlung,переговоры,negocjacja
4205,neighbouring,voisin,vecino,Nachbar,соседний,sąsiedni
4206,nest,nid,nido,Nest,гнездо,gniazdo
4207,net,filet,neto,netto,сеть,internet
4208,neutral,neutre,neutral,neutral,нейтральный,neutralny
4209,newly,nouvellement,recién,neu,вновь,nowo
4210,newsletter,bulletin,hoja informativa,Newsletter,Информационный бюллетень,biuletyn
4211,niche,niche,nicho,Nische,ниша,nisza
4212,noble,noble,noble,edel,благородный,szlachetny
4213,nod,hocher la tête,asentir,nicken,кивок,ukłon
4214,nominate,désigner,nombrar,nominieren,выдвигать,mianować
4215,nomination,nomination,nominación,Nominierung,номинация,nominacja
4216,nominee,candidat,candidato,Kandidat,кандидат,nominat
4217,nonetheless,néanmoins,sin embargo,dennoch,тем не менее,niemniej jednak
4218,non-profit,à but non lucratif,no lucrativo,gemeinnützig,некоммерческий,niedochodowy
4219,nonsense,absurdité,disparates,Unsinn,ерунда,nonsens
4220,noon,midi,mediodía,Mittag,полдень,południe
4221,norm,norme,norma,Norm,норм,norma
4222,notable,notable,notable,bemerkenswert,Примечательный,znaczny
4223,notably,notamment,notablemente,vor allem,Примечательно,szczególnie
4224,notebook,carnet de notes,computadora portátil,Notizbuch,блокнот,zeszyt
4225,notify,aviser,notificar,benachrichtigen,уведомлять,notyfikować
4226,notorious,célèbre,notorio,berüchtigt,печально известный,notoryczny
4227,novel,roman,novedoso,Roman,роман,powieść
4228,novelist,romancier,novelista,Romancier,романист,powieściopisarz
4229,nowadays,aujourd'hui,hoy en día,heutzutage,настоящее время,Obecnie
4230,nursery,nursery,vivero,Kindergarten,питомник,żłobek
4231,nursing,allaitement,enfermería,Pflege,Уход,pielęgniarstwo
4232,nutrition,nutrition,nutrición,Ernährung,питание,odżywianie
4233,obesity,obésité,obesidad,Fettleibigkeit,ожирение,otyłość
4234,objection,objection,objeción,Einspruch,возражение,sprzeciw
4235,oblige,obliger,obligar,verpflichten,обязательно,zobowiązać
4236,observer,observateur,observador,Beobachter,наблюдатель,obserwator
4237,obsess,obséder,obsesionar,besessen,одержим,prześladować
4238,obsession,obsession,obsesión,Besessenheit,одержимость,obsesja
4239,obstacle,obstacle,obstáculo,Hindernis,препятствие,przeszkoda
4240,occasional,occasionnel,ocasional,gelegentlich,случайный,okolicznościowy
4241,occupation,profession,ocupación,Beruf,занятие,zawód
4242,occupy,occuper,ocupar,besetzen,занимать,zająć
4243,occurrence,occurrence,aparición,Auftreten,возникновение,występowanie
4244,odds,chances,impares,Chancen,шансы,szanse
4245,offender,délinquant,delincuente,Täter,правонарушитель,przestępca
4246,offering,offre,ofrenda,Angebot,предложение,ofiara
4247,offspring,progéniture,descendiente,Nachwuchs,Потомство,potomstwo
4248,ongoing,en cours,en curso,laufend,непрерывный,bieżący
4249,openly,ouvertement,abiertamente,offen,открыто,otwarcie
4250,opera,opéra,ópera,Oper,опера,opera
4251,operational,opérationnel,operacional,operativ,оперативно,operacyjny
4252,operator,opérateur,operador,Operator,оператор,operator
4253,opt,opter,optar,opt,Опт,optować
4254,optical,optique,óptico,optisch,оптический,optyczny
4255,optimism,optimisme,optimismo,Optimismus,оптимизм,optymizm
4256,optimistic,optimiste,optimista,optimistisch,оптимистичный,optymistyczny
4257,oral,oral,oral,Oral-,оральный,doustny
4258,orchestra,orchestre,orquesta,Orchester,оркестр,orkiestra
4259,organic,organique,orgánico,organisch,органический,organiczny
4260,organizational,organisationnel,organizativo,organisatorisch,организационный,organizacyjny
4261,orientation,orientation,orientación,Orientierung,ориентация,orientacja
4262,originate,provenir de,originar,Ursprung,Изовать,pochodzić
4263,outbreak,épidémie,brote,Ausbruch,вспышка,wybuch
4264,outfit,tenue,atuendo,Outfit,одежда,strój
4265,outing,sortie,excursión,Ausflug,поход,wypad
4266,outlet,sortie,salida,Steckdose,выход,wylot
4267,outlook,perspectives,perspectiva,Ausblick,Outlook,perspektywy
4268,output,sortir,producción,Ausgabe,выход,wyjście
4269,outrage,outrage,escándalo,Empörung,возмущение,skandal
4270,outsider,outsider,forastero,Außenseiter,посторонний,outsider
4271,outstanding,remarquable,pendiente,hervorragend,выдающийся,wybitny
4272,overcome,surmonter,superar,überwinden,преодолеть,pokonać
4273,overlook,négliger,pasar por alto,übersehen,просмотр,przeoczyć
4274,overly,trop,demasiado,übermäßig,чрезмерно,zbyt
4275,overnight,du jour au lendemain,durante la noche,über Nacht,на ночь,nocny
4276,overseas,outre-mer,exterior,Übersee-,за рубежом,za granicą
4277,oversee,superviser,superentender,überwachen,контролировать,nadzorować
4278,overturn,renverser,anular,umkippen,перевернуть,obalić
4279,overwhelm,submerger,abrumar,überwältigen,перегружен,zasypać
4280,overwhelming,accablant,abrumador,überwältigend,подавляющий,przytłaczający
4281,ownership,possession,propiedad,Eigentum,владение,własność
4282,oxygen,oxygène,oxígeno,Sauerstoff,кислород,tlen
4283,packet,paquet,paquete,Paket,пакет,paczka
4284,pad,tampon,almohadilla,Unterlage,прокладка,podkładka
4285,palm,palmier,palmera,Palme,ладонь,palma
4286,panic,panique,pánico,Panik,паника,panika
4287,parade,parade,desfile,Parade,парад,parada
4288,parallel,parallèle,paralelo,parallel,параллель,równoległy
4289,parameter,paramètre,parámetro,Parameter,параметр,parametr
4290,parental,parental,de los padres,Eltern,родительский,rodzicielski
4291,parish,paroisse,parroquia,Gemeinde,приход,parafialny
4292,parliamentary,parlementaire,parlamentario,parlamentarisch,Парламентский,parlamentarny
4293,partial,partiel,parcial,teilweise,частично,częściowy
4294,partially,partiellement,parcialmente,teilweise,частично,częściowo
4295,participation,participation,participación,Teilnahme,участие,udział
4296,partnership,partenariat,asociación,Partnerschaft,партнерство,współpraca
4297,part-time,à temps partiel,tiempo parcial,Teilzeit,неполная занятость,niepełny etat
4298,passing,passage,paso,vorübergehend,прохождение,przechodzący
4299,passionate,passionné,apasionado,leidenschaftlich,страстный,namiętny
4300,passive,passif,pasivo,passiv,пассивный,pasywny
4301,password,mot de passe,contraseña,Passwort,пароль,hasło
4302,pastor,pasteur,pastor,Pastor,пастор,pastor
4303,patch,correctif,parche,Patch,пластырь,skrawek
4304,patent,brevet,patentar,Patent,патент,patent
4305,pathway,chemin,camino,Weg,путь,ścieżka
4306,patience,patience,paciencia,Geduld,терпение,cierpliwość
4307,patrol,patrouille,patrulla,patrouillieren,патруль,patrol
4308,patron,patron,patrón,Patron,покровитель,patron
4309,pause,pause,pausa,Pause,пауза,pauza
4310,peak,culminer,cima,Gipfel,пик,szczyt
4311,peasant,paysan,campesino,Bauer,крестьянин,chłop
4312,peculiar,particulier,peculiar,eigenartig,своеобразный,osobliwy
4313,peer,pair,par,Peer,вглядеться,rówieśnik
4314,penalty,peine,pena,Strafe,штраф,kara
4315,perceive,percevoir,percibir,wahrnehmen,воспринимать,postrzegać
4316,perception,perception,percepción,Wahrnehmung,восприятие,postrzeganie
4317,permanently,en permanence,permanentemente,permanent,навсегда,na stałe
4318,persist,persister,persistir,bestehen,сопротивляться,trwać
4319,persistent,persistant,persistente,hartnäckig,настойчивый,uporczywy
4320,personnel,personnel,personal,Personal,персонал,personel
4321,petition,pétition,petición,Petition,петиция,petycja
4322,philosopher,philosophe,filósofo,Philosoph,философ,filozof
4323,philosophical,philosophique,filosófico,philosophisch,философский,filozoficzny
4324,physician,médecin,médico,Arzt,врач,lekarz
4325,pill,pilule,píldora,Pille,таблетка,pigułka
4326,pioneer,pionnier,pionero,Pionier,пионер,pionier
4327,pipeline,pipeline,tubería,Pipeline,трубопровод,rurociąg
4328,pirate,pirate,pirata,Pirat,пират,pirat
4329,pit,fosse,fosa,Grube,яма,dół
4330,pity,pitié,lástima,Mitleid,жалость,szkoda
4331,placement,placement,colocación,Platzierung,размещение,umieszczenie
4332,plea,plaidoyer,súplica,Plädoyer,просьба,zarzut
4333,plead,plaider,alegar,flehen,умолять,błagać
4334,pledge,gage,promesa,versprechen,приносить присягу,zastaw
4335,plug,prise,enchufar,Stecker,затыкать,wtyczka
4336,plunge,plonger,inmersión,stürzen,погрузиться в себя,wpaść
4337,pole,pôle,polo,Pole,полюс,Polak
4338,poll,sondage,encuesta,Umfrage,голосование,głosowanie
4339,pond,étang,estanque,Teich,пруд,staw
4340,pop,populaire,estallido,Pop,поп,muzyka pop
4341,portfolio,portefeuille,cartera,Portfolio,портфель,teczka
4342,portion,partie,parte,Portion,часть,część
4343,portray,représenter,retratar,porträtieren,изображение,przedstawiać
4344,postpone,reporter,posponer,verschieben,откладывать,odłożyć
4345,post-war,après la guerre,de la posguerra,Nachkriegszeit,послевоенный,powojenny
4346,potentially,potentiellement,potencialmente,potenziell,потенциально,potencjalnie
4347,practitioner,praticien,facultativo,Praktiker,практикующий,praktykujący
4348,preach,prêcher,predicar,predigen,проповедовать,kazanie
4349,precede,précéder,preceder,vorausgehen,предшествовать,poprzedzać
4350,precedent,précédent,precedente,Präzedenzfall,прецедент,precedens
4351,precious,précieux,precioso,wertvoll,драгоценный,cenny
4352,precise,précis,preciso,präzise,точный,dokładny
4353,precisely,précisément,precisamente,genau,именно так,dokładnie
4354,precision,précision,precisión,Präzision,точность,precyzja
4355,predator,prédateur,depredador,Raubtier,хищник,drapieżnik
4356,predecessor,prédécesseur,predecesor,Vorgänger,предшественник,poprzednik
4357,predictable,prévisible,previsible,vorhersehbar,предсказуемый,możliwy do przewidzenia
4358,predominantly,principalement,mayormente,überwiegend,преимущественно,przeważnie
4359,preference,préférence,preferencia,Präferenz,предпочтение,pierwszeństwo
4360,pregnancy,grossesse,embarazo,Schwangerschaft,беременность,ciąża
4361,prejudice,préjugé,prejuicio,Vorurteil,предрассудки,uprzedzenie
4362,preliminary,préliminaire,preliminar,vorläufig,предварительный,wstępny
4363,premier,premier,primer ministro,Premier,Премьер,premier
4364,premise,prémisse,premisa,Prämisse,предпосылка,przesłanka
4365,premium,prime,de primera calidad,Prämie,премиум,premia
4366,prescribe,prescrire,prescribir,verschreiben,назначать,przepisać
4367,prescription,ordonnance,prescripción,Rezept,рецепт,recepta
4368,presently,actuellement,ahora,gegenwärtig,в настоящее время,obecnie
4369,preservation,préservation,preservación,Erhaltung,сохранение,ochrona
4370,preside,présider,presidir,präsidieren,председатель,przewodniczyć
4371,presidency,présidence,presidencia,Präsidentschaft,президентство,przewodnictwo
4372,presidential,présidentiel,presidencial,Präsidentschaft,президента,prezydencki
4373,prestigious,prestigieux,prestigioso,prestigeträchtig,престижный,prestiżowy
4374,presumably,probablement,presumiblemente,vermutlich,предположительно,prawdopodobnie
4375,presume,présumer,presumir,vermuten,предположить,przypuszczać
4376,prevail,prévaloir,prevalecer,sich durchsetzen,преобладать,panować
4377,prevalence,prévalence,predominio,Prävalenz,распространенность,rozpowszechnienie
4378,prevention,prévention,prevención,Verhütung,профилактика,zapobieganie
4379,prey,proie,presa,Beute,добыча,ofiara
4380,pride,fierté,orgullo,Stolz,гордость,duma
4381,primarily,principalement,ante todo,in erster Linie,в первую очередь,głównie
4382,principal,principal,principal,Rektor,главный,główny
4383,prior,avant,previo,vor,прежний,wcześniejszy
4384,privatization,privatisation,privatización,Privatisierung,приватизация,prywatyzacja
4385,privilege,privilège,privilegio,Privileg,Привилегия,przywilej
4386,probability,probabilité,probabilidad,Wahrscheinlichkeit,вероятность,prawdopodobieństwo
4387,probable,probable,probable,wahrscheinlich,Вероятный,prawdopodobny
4388,probe,sonde,sonda,Sonde,зонд,sonda
4389,problematic,problématique,problemático,problematisch,проблематично,problematyczny
4390,proceed,procéder,proceder,fortfahren,продолжить,przystępować
4391,proceedings,procédure,actas,Verfahren,разбирательство,obrady
4392,proceeds,procédures,producto,Erlös,доходы,dochód
4393,processing,traitement,tratamiento,Verarbeitung,обработка,przetwarzanie
4394,processor,processeur,procesador,Prozessor,процессор,edytor
4395,proclaim,proclamer,proclamar,verkünden,провозглашать,głosić
4396,productive,productif,productivo,produktiv,Продуктивный,produktywny
4397,productivity,productivité,productividad,Produktivität,производительность,wydajność
4398,profitable,rentable,rentable,profitabel,прибыльный,opłacalny
4399,profound,profond,profundo,tiefgreifend,глубокий,głęboki
4400,programming,programmation,programación,Programmierung,программирование,programowanie
4401,progressive,progressif,progresivo,progressiv,Прогрессивный,progresywny
4402,prohibit,interdire,prohibir,verbieten,запретить,zakazać
4403,projection,projection,proyección,Vorsprung,проекция,występ
4404,prominent,éminent,prominente,prominent,видный,znaczący
4405,promising,prometteur,prometedor,vielversprechend,многообещающий,obiecujący
4406,promotion,promotion,promoción,Förderung,повышение,promocja
4407,prompt,rapide,inmediato,prompt,быстрый,podpowiedź
4408,pronounced,prononcé,pronunciado,ausgesprochen,произносится,wyraźny
4409,propaganda,propagande,propaganda,Propaganda,пропаганда,propaganda
4410,proportion,proportion,proporción,Anteil,пропорциональный,proporcja
4411,proposition,proposition,proposición,Satz,предложение,propozycja
4412,prosecute,poursuivre,enjuiciar,strafrechtlich verfolgen,преследовать в судебном порядке,zaskarżyć
4413,prosecution,poursuite,enjuiciamiento,Strafverfolgung,судебное преследование,oskarżenie
4414,prosecutor,procureur,fiscal,Staatsanwalt,прокурор,oskarżyciel
4415,prospective,éventuel,futuro,Prospektive,перспектива,spodziewany
4416,prosperity,prospérité,prosperidad,Wohlstand,процветание,dobrobyt
4417,protective,protecteur,protector,Schutz,защитный,ochronny
4418,protein,protéine,proteína,Protein,белок,białko
4419,protester,manifestation,protestador,Demonstrant,протестующий,protestujący
4420,protocol,protocole,protocolo,Protokoll,протокол,protokół
4421,province,province,provincia,Provinz,провинция,województwo
4422,provincial,provincial,provincial,Provinz,провинциальный,prowincjonalny
4423,provision,disposition,disposición,Bestimmung,обеспечение,zaopatrzenie
4424,provoke,provoquer,provocar,provozieren,провоцировать,sprowokować
4425,psychiatric,psychiatrique,psiquiátrico,psychiatrisch,психиатр,psychiatryczny
4426,psychological,psychologique,psicológico,psychologisch,психологический,psychologiczny
4427,publicity,publicité,publicidad,Werbung,реклама,reklama
4428,publishing,édition,publicación,Veröffentlichung,издательский,wydawniczy
4429,pulse,impulsion,legumbres,Impuls,пульс,puls
4430,pump,pompe,bomba,Pumpe,насос,pompa
4431,punch,punch,puñetazo,Stempel,ударить кулаком,dziurkacz
4432,punk,punk,punk,Punk,панк,punk
4433,purely,purement,puramente,rein,чисто,czysto
4434,pursuit,poursuite,buscar,verfolgen,преследование,pościg
4435,puzzle,puzzle,rompecabezas,Puzzle,головоломка,puzzle
4436,query,requête,consulta,Abfrage,запрос,zapytanie
4437,quest,quête,búsqueda,Suche,квест,poszukiwanie
4438,questionnaire,questionnaire,cuestionario,Fragebogen,вопросник,kwestionariusz
4439,quota,quota,cuota,Quote,квота,kontyngent
4440,racial,racial,racial,rassistisch,расовый,rasowy
4441,racism,racisme,racismo,Rassismus,расизм,rasizm
4442,racist,raciste,racista,Rassist,расист,rasistowski
4443,radar,radar,Radar,Radar,радар,radar
4444,radiation,radiation,radiación,Strahlung,излучение,promieniowanie
4445,radical,radical,radical,Radikale,радикал,rodnik
4446,rage,rage,furia,Wut,ярость,wściekłość
4447,raid,raid,RAID,Überfall,рейд,nalot
4448,rail,rail,carril,Schiene,железнодорожный,kolej
4449,rally,rallier,reunión,Rallye,ралли,rajd
4450,random,aléatoire,aleatorio,zufällig,случайный,losowy
4451,ranking,classement,categoría,Rang,рейтинг,zaszeregowanie
4452,rape,râpé,violación,vergewaltigen,изнасилование,rzepak
4453,rat,rat,rata,Ratte,крыса,szczur
4454,rating,notation,clasificación,Bewertung,рейтинг,ocena
4455,ratio,rapport,relación,Verhältnis,соотношение,stosunek
4456,rational,rationnel,racional,rational,рациональный,racjonalny
4457,ray,rayon,rayo,Strahl,луча,promień
4458,readily,facilement,fácilmente,leicht,легко,łatwo
4459,realization,réalisation,realización,Realisierung,Реализация,realizacja
4460,realm,royaume,reino,Reich,область,królestwo
4461,rear,arrière,trasero,hinteren,задний,tył
4462,reasonably,raisonnablement,razonablemente,vernünftigerweise,разумно,rozsądnie
4463,reasoning,raisonnement,razonamiento,Argumentation,рассуждение,rozumowanie
4464,reassure,rassurer,tranquilizar,beruhigen,успокаивать,uspokajać
4465,rebel,rebelle,rebelde,Rebell,мятежник,buntownik
4466,rebellion,rébellion,rebelión,Rebellion,восстание,bunt
4467,rebuild,reconstruire,reconstruir,Wiederaufbau,восстановить,odbudować
4468,receiver,récepteur,receptor,Empfänger,приемник,odbiornik
4469,recession,récession,recesión,Rezession,рецессия,recesja
4470,recipient,destinataire,beneficiario,Empfänger,получатель,odbiorca
4471,reckon,compter,contar,rechnen,считать,myśleć
4472,recognition,reconnaissance,reconocimiento,Erkennung,признание,uznanie
4473,reconstruction,reconstruction,reconstrucción,Wiederaufbau,Реконструкция,rekonstrukcja
4474,recount1,recomptage1,recuento1,Nachzählung1,recount1,REPORT1
4475,recovery,récupération,recuperación,Erholung,восстановление,powrót do zdrowia
4476,recruit,recruter,recluta,rekrutieren,рекрут,rekrut
4477,recruitment,recrutement,reclutamiento,Werbung,набор,rekrutacja
4478,referee,arbitre,árbitro,Schiedsrichter,рефери,sędzia
4479,referendum,référendum,referéndum,Referendum,референдум,referendum
4480,reflection,réflexion,reflexión,Spiegelung,отражение,odbicie
4481,reform,réforme,reforma,Reform,реформа,reforma
4482,refuge,refuge,refugio,Zuflucht,убежище,schronienie
4483,refugee,réfugié,refugiado,Flüchtling,беженец,uchodźca
4484,refusal,refus,negativa,Ablehnung,отказ,odmowa
4485,regain,regagner,recuperar,wiedererlangen,восстановить,wracać
4486,regardless,indépendamment de,a pesar de todo,egal,несмотря ни на что,mimo wszystko
4487,regime,régime,régimen,Regime,режим,reżim
4488,registration,inscription,registro,Anmeldung,регистрация,rejestracja
4489,regulate,réglementer,regular,regulieren,регулировать,regulować
4490,regulator,régulateur,regulador,Regler,регулятор,regulator
4491,regulatory,réglementaire,regulador,regulatorisch,регулирующий,regulacyjny
4492,rehabilitation,réhabilitation,rehabilitación,Rehabilitation,Реабилитация,rehabilitacja
4493,reign,règne,reinado,regieren,правление,królować
4494,reinforce,renforcer,reforzarse,verstärken,подкреплять,wzmacniać
4495,rejection,rejet,rechazo,Ablehnung,отказ,odrzucenie
4496,relevance,pertinence,pertinencia,Relevanz,актуальность,znaczenie
4497,reliability,fiabilité,fiabilidad,Zuverlässigkeit,надежность,niezawodność
4498,relieve,soulager,aliviar,entlasten,облегчить,łagodzić : uśmierzać
4499,relieved,soulagé,aliviado,erleichtert,с облегчением,odciążony
4500,reluctant,réticent,reacio,widerwillig,вынужденный,niechętny
4501,remainder,reste,resto,Rest,остаток,reszta
4502,remains,restes,restos,Überreste,останки,pozostaje
4503,remarkable,remarquable,notable,bemerkenswert,замечательный,niezwykły
4504,remarkably,remarquablement,extraordinariamente,bemerkenswert,Примечательно,wybitnie
4505,remedy,remède,recurso,Abhilfe,средство,zaradzić
4506,reminder,rappel,recordatorio,Erinnerung,напоминание,przypomnienie
4507,removal,suppression,eliminación,Entfernung,удаление,usuwanie
4508,render,rendre,prestar,machen,оказывать,oddać
4509,renew,renouveler,renovar,erneuern,обновлять,odnowić
4510,renowned,célèbre,renombrado,bekannt,известный,słynny
4511,rental,de location,alquiler,Miete,прокат,dzierżawa
4512,replacement,remplacement,reemplazo,Ersatz,замена,wymiana
4513,reportedly,aurait,según se informa,Berichten zufolge,по сообщениям,podobno
4514,reporting,déclaration,informes,Berichterstattung,репортаж,raportowanie
4515,representation,représentation,representación,Darstellung,представительство,reprezentacja
4516,reproduce,reproduire,reproducir,reproduzieren,воспроизводить,reprodukować
4517,reproduction,reproduction,reproducción,Reproduktion,размножение,reprodukcja
4518,republic,république,república,Republik,Республика,republika
4519,resemble,ressembler,parecerse,ähneln,напоминать,być podobnym
4520,reside,résider,residir,wohnen,проживать,zamieszkać
4521,residence,résidence,residencia,Residenz,резиденция,rezydencja
4522,residential,Résidentiel,Residencial,Wohnen,Жилой,mieszkaniowy
4523,residue,résidu,residuo,Rückstand,остаток,pozostałość
4524,resign,démissionner,renunciar,zurücktreten,подать в отставку,rezygnować
4525,resignation,démission,renuncia,Rücktritt,отставка,rezygnacja
4526,resistance,résistance,resistencia,Widerstand,сопротивление,opór
4527,resolution,résolution,resolución,Auflösung,разрешение,rezolucja
4528,respective,respectif,respectivo,jeweiligen,соответствующий,poszczególny
4529,respectively,respectivement,respectivamente,jeweils,соответственно,odpowiednio
4530,restoration,restauration,restauración,Wiederherstellung,Восстановление,przywrócenie
4531,restore,restaurer,restaurar,wiederherstellen,восстановить,przywrócić
4532,restraint,retenue,restricción,Zurückhaltung,сдержанность,powściągliwość
4533,restrict,limiter,restringir,beschränken,ограничивать,ograniczać
4534,restriction,restriction,restricción,Beschränkung,ограничение,ograniczenie
4535,resume,CV,reanudar,wieder aufnehmen,резюме,wznawiać
4536,retail,vente au détail,minorista,Einzelhandel,розничная торговля,sprzedaż detaliczna
4537,retirement,retraite,jubilación,Ruhestand,выход на пенсию,emerytura
4538,retreat,retraite,retiro,Rückzug,отступление,rekolekcje
4539,retrieve,récupérer,recuperar,abrufen,забрать,odzyskać
4540,revelation,révélation,revelación,Offenbarung,откровение,objawienie
4541,revenge,vengeance,venganza,Rache,месть,zemsta
4542,revenue,revenu,ganancia,Einnahmen,доход,przychód
4543,reverse,inverse,contrarrestar,umkehren,обеспечить регресс,odwracać
4544,revision,révision,revisión,Revision,пересмотр,rewizja
4545,revival,réveil,renacimiento,Wiederbelebung,возрождение,odrodzenie
4546,revive,relancer,reanimar,beleben,возродить,wskrzesić
4547,revolutionary,révolutionnaire,revolucionario,revolutionär,революционный,rewolucyjny
4548,rhetoric,rhétorique,retórica,Rhetorik,риторика,retoryka
4549,ridiculous,ridicule,ridículo,lächerlich,нелепый,śmieszny
4550,rifle,fusil,rifle,Gewehr,винтовка,karabin
4551,riot,émeute,disturbio,Aufstand,бунт,zamieszki
4552,rip,déchirer,rotura,Ruhe in Frieden,рвать,rozerwać
4553,risky,risqué,arriesgado,riskant,рискованно,ryzykowny
4554,ritual,rituel,ritual,Ritual,ритуал,rytuał
4555,rival,rival,rival,Rivale,соперник,rywalizować
4556,rob,voler,robar,rauben,ограбление,obrabować
4557,robbery,vol,robo,Raub,ограбление,rozbój
4558,robust,robuste,robusto,robust,крепкий,solidny
4559,rock,rocher,roca,Felsen,камень,głaz
4560,rocket,fusée,cohete,Rakete,ракета,rakieta
4561,rod,tige,vara,Stange,стержень,pręt
4562,romance,romance,romance,Romantik,роман,romans
4563,rose,rose,rosa,Rose,роза,róża
4564,rotate,tourner,girar,drehen,повернуть,obracać
4565,rotation,rotation,rotación,Drehung,ротация,obrót
4566,roughly,à peu près,apenas,rund,грубо,mniej więcej
4567,ruin,ruine,ruina,Ruine,руина,ruina
4568,ruling,décision,decisión,Regeln,решение,rządzący
4569,rumour,rumeur,rumor,Gerücht,слух,plotka
4570,sack,sac,bolsa,Sack,мешок,worek
4571,sacred,sacré,sagrado,heilig,священный,poświęcony
4572,sacrifice,sacrifier,sacrificio,opfern,жертва,poświęcenie
4573,saint,saint,Smo,Heilige,Святой,święty
4574,sake,saké,beneficio,willen,ради,powód
4575,sanction,sanction,sanción,Sanktion,санкционирование,sankcja
4576,satisfaction,satisfaction,satisfacción,Zufriedenheit,удовлетворение,zadowolenie
4577,say,dire,decir,sagen,сказать,mowić
4578,scandal,scandale,escándalo,Skandal,скандал,skandal
4579,scare,effrayer,susto,Schrecken,напугать,przestraszyć
4580,scattered,dispersé,disperso,verstreut,разбросанный,rozsiany
4581,scenario,scénario,guión,Szenario,сценарий,scenariusz
4582,sceptical,sceptique,escéptico,skeptisch,скептически,sceptyczny
4583,scholar,savant,erudito,Gelehrte,ученый,uczony
4584,scholarship,bourse,beca,Stipendium,стипендия,stypendium
4585,scope,portée,alcance,Umfang,объем,zakres
4586,scratch,gratter,rascar,kratzen,царапать,zadrapanie
4587,screening,dépistage,cribado,Screening,скрининг,ekranizacja
4588,screw,vis,tornillo,schrauben,винт,śruba
4589,scrutiny,examen minutieux,escrutinio,Prüfung,тщательно,obserwacja
4590,seal,joint,sello,Siegel,тюлень,foka
4591,ecular,éculaire,ecular,Ekular,экологический,eCular
4592,seeker,chercheur,buscador,Sucher,искатель,Poszukiwacz
4593,seemingly,apparemment,aparentemente,scheinbar,По -видимому,pozornie
4594,segment,segment,segmento,Segment,сегмент,segment
4595,seize,saisir,aprovechar,ergreifen,захватывать,chwycić
4596,seldom,rarement,rara vez,selten,редко,rzadko
4597,selective,sélectif,selectivo,selektiv,выборочный,selektywny
4598,seminar,séminaire,seminario,Seminar,семинар,seminarium
4599,senator,sénateur,senador,Senator,сенатор,senator
4600,sensation,sensation,sensación,Sensation,ощущение,uczucie
4601,sensitivity,sensibilité,sensibilidad,Empfindlichkeit,чувствительность,wrażliwość
4602,sentiment,sentiment,sentimiento,Gefühl,настроение,sentyment
4603,separation,séparation,separación,Trennung,разделение,rozdzielenie
4604,serial,en série,de serie,Serie,сериал,seryjny
4605,settlement,règlement,asentamiento,Siedlung,урегулирование,osada
4606,settler,colon,colono,Siedler,поселенец,osadnik
4607,set-up,installation,configuración,aufstellen,настраивать,organizować coś
